,conflict_id,location,incompatibility,year,intensity_level,type_of_conflict,region
1078,289,Colombia,2,1973,1,3,5
1079,289,Colombia,2,1974,1,3,5
1080,289,Colombia,2,1975,1,3,5
1081,289,Colombia,2,1976,1,3,5
1082,289,Colombia,2,1977,1,3,5
1083,289,Colombia,2,1978,1,3,5
1084,289,Colombia,2,1979,1,3,5
1085,289,Colombia,2,1980,1,3,5
1086,289,Colombia,2,1981,1,3,5
1087,289,Colombia,2,1982,1,3,5
1088,289,Colombia,2,1983,1,3,5
1089,289,Colombia,2,1984,1,3,5
1090,289,Colombia,2,1985,2,3,5
1091,289,Colombia,2,1986,1,3,5
1092,289,Colombia,2,1987,1,3,5
1093,289,Colombia,2,1988,1,3,5
1094,289,Colombia,2,1989,1,3,5
1095,289,Colombia,2,1990,1,3,5
1096,289,Colombia,2,1991,1,3,5
1097,289,Colombia,2,1992,2,3,5
1098,289,Colombia,2,1993,1,3,5
1099,289,Colombia,2,1994,2,3,5
1100,289,Colombia,2,1995,1,3,5
1101,289,Colombia,2,1996,2,3,5
1102,289,Colombia,2,1997,1,3,5
1103,289,Colombia,2,1998,1,3,5
1104,289,Colombia,2,1999,2,3,5
1105,289,Colombia,2,2000,2,3,5
1106,289,Colombia,2,2001,2,3,5
1107,289,Colombia,2,2002,2,3,5
1108,289,Colombia,2,2003,2,3,5
1109,289,Colombia,2,2004,2,3,5
1110,289,Colombia,2,2005,2,3,5
1111,289,Colombia,2,2006,1,3,5
1112,289,Colombia,2,2007,1,3,5
1113,289,Colombia,2,2008,1,3,5
1114,289,Colombia,2,2009,1,3,5
1115,289,Colombia,2,2010,1,3,5
1116,289,Colombia,2,2011,1,3,5
1117,289,Colombia,2,2012,1,3,5
1118,289,Colombia,2,2013,1,3,5
1119,289,Colombia,2,2014,1,3,5
1120,289,Colombia,2,2015,1,3,5
1121,289,Colombia,2,2016,1,3,5
1122,289,Colombia,2,2018,1,3,5
1123,289,Colombia,2,2019,1,3,5
1124,289,Colombia,2,2020,1,3,5
1125,289,Colombia,2,2021,1,3,5
1126,289,Colombia,2,2022,1,3,5
1127,289,Colombia,2,2023,1,3,5
1128,290,Dominican Republic,2,1965,1,3,5
1129,291,Indonesia,1,1965,1,3,3
1130,291,Indonesia,1,1967,1,3,3
1131,291,Indonesia,1,1968,1,3,3
1132,291,Indonesia,1,1969,1,3,3
1133,291,Indonesia,1,1976,2,3,3
1134,291,Indonesia,1,1977,2,3,3
1135,291,Indonesia,1,1978,2,3,3
1136,291,Indonesia,1,1981,2,3,3
1137,291,Indonesia,1,1984,1,3,3
1138,291,Indonesia,1,2018,1,3,3
1139,291,Indonesia,1,2021,1,3,3
1140,291,Indonesia,1,2022,1,3,3
1141,291,Indonesia,1,2023,1,3,3
1142,292,Peru,2,1965,1,3,5
1143,292,Peru,2,1982,1,3,5
1144,292,Peru,2,1983,2,3,5
1145,292,Peru,2,1984,2,3,5
1146,292,Peru,2,1985,2,3,5
1147,292,Peru,2,1986,1,3,5
1148,292,Peru,2,1987,1,3,5
1149,292,Peru,2,1988,2,3,5
1150,292,Peru,2,1989,2,3,5
1151,292,Peru,2,1990,2,3,5
1152,292,Peru,2,1991,2,3,5
1153,292,Peru,2,1992,2,3,5
1154,292,Peru,2,1993,1,3,5
1155,292,Peru,2,1994,1,3,5
1156,292,Peru,2,1995,1,3,5
1157,292,Peru,2,1996,1,3,5
1158,292,Peru,2,1997,1,3,5
1159,292,Peru,2,1998,1,3,5
1160,292,Peru,2,1999,1,3,5
1161,292,Peru,2,2007,1,3,5
1162,292,Peru,2,2008,1,3,5
1163,292,Peru,2,2009,1,3,5
1164,292,Peru,2,2010,1,3,5
1165,293,"South Vietnam, Vietnam (North Vietnam)",1,1965,2,2,3
1166,293,"South Vietnam, Vietnam (North Vietnam)",1,1966,2,2,3
1167,293,"South Vietnam, Vietnam (North Vietnam)",1,1967,2,2,3
1168,293,"South Vietnam, Vietnam (North Vietnam)",1,1968,2,2,3
1169,293,"South Vietnam, Vietnam (North Vietnam)",1,1969,2,2,3
1170,293,"South Vietnam, Vietnam (North Vietnam)",1,1970,2,2,3
1171,293,"South Vietnam, Vietnam (North Vietnam)",1,1971,2,2,3
1172,293,"South Vietnam, Vietnam (North Vietnam)",1,1972,2,2,3
1173,294,"Cambodia (Kampuchea), Thailand",1,1977,1,2,3
1174,295,Ghana,2,1966,1,3,4
1175,295,Ghana,2,1981,1,3,4
1176,293,"South Vietnam, Vietnam (North Vietnam)",1,1973,2,2,3
1177,293,"South Vietnam, Vietnam (North Vietnam)",1,1974,2,2,3
1178,293,"South Vietnam, Vietnam (North Vietnam)",1,1975,2,2,3
1179,294,"Cambodia (Kampuchea), Thailand",1,1978,1,2,3
1180,294,"Cambodia (Kampuchea), Thailand",1,2011,1,2,3
1181,295,Ghana,2,1983,1,3,4
1182,296,India,1,1966,1,3,3
1183,296,India,1,1967,1,3,3
1184,296,India,1,1968,1,3,3
1185,297,Nigeria,2,1966,1,3,4
1186,297,Nigeria,2,2009,1,3,4
1187,297,Nigeria,2,2011,1,3,4
1188,297,Nigeria,2,2012,1,4,4
1189,297,Nigeria,2,2013,2,4,4
1190,297,Nigeria,2,2014,2,4,4
1191,297,Nigeria,2,2015,2,4,4
1192,297,Nigeria,2,2016,1,4,4
1193,297,Nigeria,2,2017,2,4,4
1194,297,Nigeria,2,2018,1,4,4
1195,297,Nigeria,2,2019,1,4,4
1196,297,Nigeria,2,2020,1,4,4
1197,297,Nigeria,2,2021,1,4,4
1198,297,Nigeria,2,2022,1,4,4
1199,297,Nigeria,2,2023,1,4,4
1200,298,South Africa,1,1966,1,3,4
1201,298,South Africa,1,1967,1,3,4
1202,298,South Africa,1,1968,1,3,4
1203,298,South Africa,1,1969,1,3,4
1204,298,South Africa,1,1970,1,3,4
1205,298,South Africa,1,1971,1,3,4
1206,298,South Africa,1,1972,1,3,4
1207,298,South Africa,1,1973,1,3,4
1208,298,South Africa,1,1974,1,3,4
1209,298,South Africa,1,1975,1,3,4
1210,298,South Africa,1,1976,1,3,4
1211,298,South Africa,1,1977,1,3,4
1212,298,South Africa,1,1978,2,3,4
1213,298,South Africa,1,1979,1,3,4
1214,298,South Africa,1,1980,2,3,4
1215,298,South Africa,1,1981,2,3,4
1216,298,South Africa,1,1982,2,3,4
1217,298,South Africa,1,1983,2,3,4
1218,298,South Africa,1,1984,1,3,4
1219,298,South Africa,1,1985,1,3,4
1220,298,South Africa,1,1986,2,3,4
1221,298,South Africa,1,1987,2,3,4
1222,298,South Africa,1,1988,2,3,4
1223,298,South Africa,1,1989,1,3,4
1224,299,Syria,2,1966,1,3,2
1225,299,Syria,2,1979,1,3,2
1226,299,Syria,2,1980,1,3,2
1227,299,Syria,2,1981,1,3,2
1228,299,Syria,2,1982,2,3,2
1229,299,Syria,2,2011,2,3,2
1230,299,Syria,2,2012,2,3,2
1231,299,Syria,2,2013,2,3,2
1232,299,Syria,2,2014,2,3,2
1233,299,Syria,2,2015,2,4,2
1234,299,Syria,2,2016,2,4,2
1235,299,Syria,2,2017,2,4,2
1236,299,Syria,2,2018,2,4,2
1237,299,Syria,2,2019,2,4,2
1238,299,Syria,2,2020,2,4,2
1239,299,Syria,2,2021,1,4,2
1240,299,Syria,2,2022,1,4,2
1241,299,Syria,2,2023,2,4,2
1242,300,Cambodia (Kampuchea),2,1967,2,3,3
1243,300,Cambodia (Kampuchea),2,1968,1,3,3
1244,300,Cambodia (Kampuchea),2,1969,1,3,3
1245,300,Cambodia (Kampuchea),2,1970,2,4,3
1246,300,Cambodia (Kampuchea),2,1974,2,4,3
1247,300,Cambodia (Kampuchea),2,1975,2,4,3
1248,300,Cambodia (Kampuchea),2,1978,2,4,3
1249,300,Cambodia (Kampuchea),2,1980,1,4,3
1250,300,Cambodia (Kampuchea),2,1971,2,4,3
1251,300,Cambodia (Kampuchea),2,1972,2,4,3
1252,300,Cambodia (Kampuchea),2,1973,2,4,3
1253,300,Cambodia (Kampuchea),2,1979,1,4,3
1254,300,Cambodia (Kampuchea),2,1981,1,4,3
1255,300,Cambodia (Kampuchea),2,1982,1,4,3
1256,300,Cambodia (Kampuchea),2,1983,1,4,3
1257,300,Cambodia (Kampuchea),2,1984,1,4,3
1258,300,Cambodia (Kampuchea),2,1985,1,4,3
1259,300,Cambodia (Kampuchea),2,1986,1,4,3
1260,300,Cambodia (Kampuchea),2,1987,1,4,3
1261,300,Cambodia (Kampuchea),2,1988,1,4,3
1262,300,Cambodia (Kampuchea),2,1989,1,4,3
1263,300,Cambodia (Kampuchea),2,1990,1,3,3
1264,300,Cambodia (Kampuchea),2,1991,1,3,3
1265,300,Cambodia (Kampuchea),2,1992,1,3,3
1266,300,Cambodia (Kampuchea),2,1993,1,3,3
1267,300,Cambodia (Kampuchea),2,1994,1,3,3
1268,300,Cambodia (Kampuchea),2,1995,1,3,3
1269,300,Cambodia (Kampuchea),2,1996,1,3,3
1270,300,Cambodia (Kampuchea),2,1997,1,3,3
1271,300,Cambodia (Kampuchea),2,1998,1,3,3
1272,301,"Israel, Jordan",1,1967,2,2,2
1273,302,"Israel, Syria",1,1967,2,2,2
1274,302,"Israel, Syria",1,1973,2,2,2
1275,303,Nigeria,1,1967,2,3,4
1276,303,Nigeria,1,1968,2,3,4
1277,303,Nigeria,1,1969,2,3,4
1278,303,Nigeria,1,1970,2,3,4
1279,303,Nigeria,1,2021,1,3,4
1280,303,Nigeria,1,2022,1,3,4
1281,303,Nigeria,1,2023,1,4,4
1282,304,"China, Myanmar (Burma)",1,1969,1,2,3
1283,305,"China, Russia (Soviet Union)",1,1969,1,2,"1, 3"
1284,306,"El Salvador, Honduras",1,1969,2,2,5
1285,307,Guinea,2,2000,1,3,4
1286,307,Guinea,2,2001,1,3,4
1287,308,Philippines,1,1970,1,3,3
1288,308,Philippines,1,1971,1,3,3
1289,308,Philippines,1,1972,1,3,3
1290,308,Philippines,1,1973,1,3,3
1291,308,Philippines,1,1974,1,3,3
1292,308,Philippines,1,1975,1,3,3
1293,308,Philippines,1,1976,1,3,3
1294,308,Philippines,1,1977,1,3,3
1295,308,Philippines,1,1978,2,3,3
1296,308,Philippines,1,1979,1,3,3
1297,308,Philippines,1,1980,1,3,3
1298,308,Philippines,1,1981,2,3,3
1299,308,Philippines,1,1982,1,3,3
1300,308,Philippines,1,1983,1,3,3
1301,308,Philippines,1,1984,1,3,3
1302,308,Philippines,1,1985,1,3,3
1303,308,Philippines,1,1986,1,3,3
1304,308,Philippines,1,1987,1,3,3
1305,308,Philippines,1,1988,1,3,3
1306,308,Philippines,1,1989,1,3,3
1307,308,Philippines,1,1990,1,3,3
1308,308,Philippines,1,1993,1,3,3
1309,308,Philippines,1,1994,1,3,3
1310,308,Philippines,1,1995,1,3,3
1311,308,Philippines,1,1996,1,3,3
1312,308,Philippines,1,1997,1,3,3
1313,308,Philippines,1,1998,1,3,3
1314,308,Philippines,1,1999,1,3,3
1315,308,Philippines,1,2000,2,3,3
1316,308,Philippines,1,2001,1,3,3
1317,308,Philippines,1,2002,1,3,3
1318,308,Philippines,1,2003,1,3,3
1319,308,Philippines,1,2004,1,3,3
1320,308,Philippines,1,2005,1,3,3
1321,308,Philippines,1,2006,1,3,3
1322,308,Philippines,1,2007,1,3,3
1323,308,Philippines,1,2008,1,3,3
1324,308,Philippines,1,2009,1,3,3
1325,308,Philippines,1,2010,1,3,3
1326,308,Philippines,1,2011,1,3,3
1327,308,Philippines,1,2012,1,3,3
1328,308,Philippines,1,2013,1,3,3
1329,308,Philippines,1,2014,1,3,3
1330,308,Philippines,1,2015,1,3,3
1331,308,Philippines,1,2016,1,3,3
1332,308,Philippines,1,2017,1,4,3
1333,308,Philippines,1,2018,1,3,3
1334,308,Philippines,1,2019,1,3,3
1335,308,Philippines,1,2020,1,3,3
1336,309,Sudan,2,1971,1,3,4
1337,309,Sudan,2,1976,1,3,4
1338,309,Sudan,2,1983,2,3,4
1339,309,Sudan,2,1984,2,3,4
1340,309,Sudan,2,1985,2,3,4
1341,309,Sudan,2,1986,2,3,4
1342,309,Sudan,2,1987,2,3,4
1343,309,Sudan,2,1988,2,3,4
1344,309,Sudan,2,1989,2,3,4
1345,309,Sudan,2,1990,2,3,4
1346,309,Sudan,2,1991,2,3,4
1347,309,Sudan,2,1992,2,3,4
1348,309,Sudan,2,1993,1,3,4
1349,309,Sudan,2,1994,1,3,4
1350,309,Sudan,2,1995,2,3,4
1351,309,Sudan,2,1996,2,3,4
1352,309,Sudan,2,1997,2,3,4
1353,309,Sudan,2,1998,2,3,4
1354,309,Sudan,2,1999,2,3,4
1355,309,Sudan,2,2000,2,3,4
1356,309,Sudan,2,2001,2,3,4
1357,309,Sudan,2,2002,2,3,4
1358,309,Sudan,2,2003,2,4,4
1359,309,Sudan,2,2004,2,3,4
1360,309,Sudan,2,2005,1,3,4
1361,309,Sudan,2,2006,2,3,4
1362,309,Sudan,2,2007,1,3,4
1363,309,Sudan,2,2008,1,3,4
1364,309,Sudan,2,2009,1,3,4
1365,309,Sudan,2,2010,2,3,4
1366,309,Sudan,2,2011,2,4,4
1367,309,Sudan,2,2012,2,3,4
1368,309,Sudan,2,2013,1,3,4
1369,309,Sudan,2,2014,1,3,4
1370,309,Sudan,2,2015,2,3,4
1371,309,Sudan,2,2016,2,3,4
1372,309,Sudan,2,2017,1,3,4
1373,309,Sudan,2,2018,1,3,4
1374,309,Sudan,2,2020,1,3,4
1375,309,Sudan,2,2021,1,3,4
1376,309,Sudan,2,2022,1,3,4
1377,309,Sudan,2,2023,2,3,4
1378,310,Madagascar (Malagasy),2,1971,1,3,4
1379,311,Morocco,2,1971,1,3,4
1380,312,Pakistan,1,1971,2,3,3
1381,313,Sri Lanka,2,1971,2,3,3
1382,313,Sri Lanka,2,1989,1,3,3
1383,313,Sri Lanka,2,1990,1,3,3
1384,314,Uganda,2,1971,1,3,4
1385,314,Uganda,2,1972,1,3,4
1386,314,Uganda,2,1974,1,3,4
1387,314,Uganda,2,1979,1,4,4
1388,314,Uganda,2,1980,1,4,4
1389,314,Uganda,2,1981,2,4,4
1390,314,Uganda,2,1982,2,3,4
1391,314,Uganda,2,1983,2,3,4
1392,314,Uganda,2,1984,2,3,4
1393,314,Uganda,2,1985,2,3,4
1394,314,Uganda,2,1986,2,3,4
1395,314,Uganda,2,1987,2,3,4
1396,314,Uganda,2,1988,2,3,4
1397,314,Uganda,2,1989,2,3,4
1398,314,Uganda,2,1990,1,3,4
1399,314,Uganda,2,1991,1,3,4
1400,314,Uganda,2,1992,1,3,4
1401,314,Uganda,2,1994,1,3,4
1402,314,Uganda,2,1995,1,3,4
1403,314,Uganda,2,1996,2,3,4
1404,314,Uganda,2,1997,1,3,4
1405,314,Uganda,2,1998,1,3,4
1406,314,Uganda,2,1999,1,3,4
1407,314,Uganda,2,2000,1,3,4
1408,314,Uganda,2,2001,1,3,4
1409,314,Uganda,2,2002,2,3,4
1410,314,Uganda,2,2003,1,3,4
1411,314,Uganda,2,2004,2,3,4
1412,314,Uganda,2,2005,1,4,4
1413,314,Uganda,2,2006,1,3,4
1414,314,Uganda,2,2007,1,3,4
1415,314,Uganda,2,2008,1,4,4
1416,314,Uganda,2,2009,1,4,4
1417,314,Uganda,2,2010,1,4,4
1418,314,Uganda,2,2011,1,4,4
1419,314,Uganda,2,2013,1,4,4
1420,314,Uganda,2,2014,1,4,4
1421,314,Uganda,2,2015,1,4,4
1422,314,Uganda,2,2016,1,4,4
1423,314,Uganda,2,2017,1,4,4
1424,315,United Kingdom,1,1971,1,3,1
1425,315,United Kingdom,1,1972,1,3,1
1426,315,United Kingdom,1,1973,1,3,1
1427,315,United Kingdom,1,1974,1,3,1
1428,315,United Kingdom,1,1975,1,3,1
1429,315,United Kingdom,1,1976,1,3,1
1430,315,United Kingdom,1,1977,1,3,1
1431,315,United Kingdom,1,1978,1,3,1
1432,315,United Kingdom,1,1979,1,3,1
1433,315,United Kingdom,1,1980,1,3,1
1434,315,United Kingdom,1,1981,1,3,1
1435,315,United Kingdom,1,1982,1,3,1
1436,315,United Kingdom,1,1983,1,3,1
1437,315,United Kingdom,1,1984,1,3,1
1438,315,United Kingdom,1,1985,1,3,1
1439,315,United Kingdom,1,1986,1,3,1
1440,315,United Kingdom,1,1987,1,3,1
1441,315,United Kingdom,1,1988,1,3,1
1442,315,United Kingdom,1,1989,1,3,1
1443,315,United Kingdom,1,1990,1,3,1
1444,315,United Kingdom,1,1991,1,3,1
1445,315,United Kingdom,1,1998,1,3,1
1446,316,El Salvador,2,1972,1,3,5
1447,316,El Salvador,2,1979,1,3,5
1448,316,El Salvador,2,1980,1,3,5
1449,316,El Salvador,2,1981,2,3,5
1450,316,El Salvador,2,1982,2,3,5
1451,316,El Salvador,2,1983,2,3,5
1452,316,El Salvador,2,1984,2,3,5
1453,316,El Salvador,2,1985,2,3,5
1454,316,El Salvador,2,1986,2,3,5
1455,316,El Salvador,2,1987,2,3,5
1456,316,El Salvador,2,1988,2,3,5
1457,316,El Salvador,2,1989,2,3,5
1458,316,El Salvador,2,1990,1,3,5
1459,316,El Salvador,2,1991,1,3,5
1460,317,Oman,2,1969,1,4,2
1461,317,Oman,2,1970,1,4,2
1462,317,Oman,2,1971,1,4,2
1463,317,Oman,2,1972,1,4,2
1464,317,Oman,2,1973,1,4,2
1465,317,Oman,2,1974,1,4,2
1466,317,Oman,2,1975,1,4,2
1467,318,Zimbabwe (Rhodesia),2,1967,1,3,4
1468,318,Zimbabwe (Rhodesia),2,1968,1,3,4
1469,318,Zimbabwe (Rhodesia),2,1973,1,3,4
1470,318,Zimbabwe (Rhodesia),2,1974,1,3,4
1471,318,Zimbabwe (Rhodesia),2,1975,1,4,4
1472,318,Zimbabwe (Rhodesia),2,1976,2,3,4
1473,318,Zimbabwe (Rhodesia),2,1977,2,3,4
1474,318,Zimbabwe (Rhodesia),2,1978,2,3,4
1475,318,Zimbabwe (Rhodesia),2,1979,2,3,4
1476,319,Uruguay,2,1972,1,3,5
1477,320,"South Yemen, Yemen (North Yemen)",3,1972,1,2,2
1478,320,"South Yemen, Yemen (North Yemen)",3,1979,1,2,2
1479,321,Chile,2,1973,1,3,5
1480,322,Bangladesh,1,1975,1,3,3
1481,322,Bangladesh,1,1976,1,3,3
1482,322,Bangladesh,1,1977,1,3,3
1483,322,Bangladesh,1,1978,1,3,3
1484,322,Bangladesh,1,1979,1,3,3
1485,322,Bangladesh,1,1980,1,3,3
1486,322,Bangladesh,1,1981,1,3,3
1487,322,Bangladesh,1,1982,1,3,3
1488,322,Bangladesh,1,1983,1,3,3
1489,322,Bangladesh,1,1984,1,3,3
1490,322,Bangladesh,1,1985,1,3,3
1491,322,Bangladesh,1,1986,1,3,3
1492,322,Bangladesh,1,1987,1,3,3
1493,322,Bangladesh,1,1988,1,3,3
1494,322,Bangladesh,1,1989,1,3,3
1495,322,Bangladesh,1,1990,1,3,3
1496,322,Bangladesh,1,1991,1,3,3
1497,323,"Cyprus, Turkey",1,1974,2,2,"1, 2"
1498,324,"Iran, Iraq",3,1974,1,2,2
1499,324,"Iran, Iraq",3,1980,2,2,2
1500,324,"Iran, Iraq",3,1981,2,2,2
1501,324,"Iran, Iraq",3,1982,2,2,2
1502,324,"Iran, Iraq",3,1983,2,2,2
1503,324,"Iran, Iraq",3,1984,2,2,2
1504,324,"Iran, Iraq",3,1985,2,2,2
1505,324,"Iran, Iraq",3,1986,2,2,2
1506,324,"Iran, Iraq",3,1987,2,2,2
1507,324,"Iran, Iraq",3,1988,2,2,2
1508,325,Pakistan,1,1974,2,3,3
1509,325,Pakistan,1,1975,1,3,3
1510,325,Pakistan,1,1976,1,3,3
1511,325,Pakistan,1,1977,1,3,3
1512,325,Pakistan,1,2004,1,3,3
1513,325,Pakistan,1,2006,1,3,3
1514,325,Pakistan,1,2007,1,3,3
1515,325,Pakistan,1,2008,1,3,3
1516,325,Pakistan,1,2009,1,3,3
1517,325,Pakistan,1,2011,1,3,3
1518,325,Pakistan,1,2012,1,3,3
1519,325,Pakistan,1,2013,1,3,3
1520,325,Pakistan,1,2014,1,3,3
1521,325,Pakistan,1,2015,1,3,3
1522,325,Pakistan,1,2016,1,3,3
1523,325,Pakistan,1,2019,1,3,3
1524,325,Pakistan,1,2020,1,3,3
1525,325,Pakistan,1,2021,1,3,3
1526,325,Pakistan,1,2022,1,3,3
1527,325,Pakistan,1,2023,1,3,3
1528,326,Eritrea,2,1997,1,3,4
1529,326,Eritrea,2,1999,1,3,4
1530,326,Eritrea,2,2003,1,3,4
1531,327,Angola,2,1975,2,4,4
1532,327,Angola,2,1976,2,4,4
1533,327,Angola,2,1977,2,4,4
1534,327,Angola,2,1978,2,4,4
1535,327,Angola,2,1979,2,4,4
1536,327,Angola,2,1980,2,4,4
1537,327,Angola,2,1981,2,4,4
1538,327,Angola,2,1982,2,4,4
1539,327,Angola,2,1983,2,4,4
1540,327,Angola,2,1984,2,4,4
1541,327,Angola,2,1985,2,4,4
1542,327,Angola,2,1986,2,4,4
1543,327,Angola,2,1987,2,4,4
1544,327,Angola,2,1988,2,4,4
1545,327,Angola,2,1989,2,4,4
1546,327,Angola,2,1990,2,3,4
1547,327,Angola,2,1991,1,3,4
1548,327,Angola,2,1992,2,3,4
1549,327,Angola,2,1993,2,3,4
1550,327,Angola,2,1994,2,3,4
1551,327,Angola,2,1995,1,3,4
1552,327,Angola,2,1998,2,3,4
1553,327,Angola,2,1999,2,4,4
1554,327,Angola,2,2000,2,4,4
1555,327,Angola,2,2001,2,4,4
1556,327,Angola,2,2002,1,4,4
1557,328,"Cambodia (Kampuchea), Vietnam (North Vietnam)",1,1975,1,2,3
1558,328,"Cambodia (Kampuchea), Vietnam (North Vietnam)",1,1976,1,2,3
1559,328,"Cambodia (Kampuchea), Vietnam (North Vietnam)",1,1977,1,2,3
1560,329,Ethiopia,1,1964,1,3,4
1561,329,Ethiopia,1,1976,1,3,4
1562,329,Ethiopia,1,1977,2,4,4
1563,329,Ethiopia,1,1978,2,4,4
1564,329,Ethiopia,1,1979,1,4,4
1565,329,Ethiopia,1,1980,1,4,4
1566,329,Ethiopia,1,1981,1,4,4
1567,329,Ethiopia,1,1982,1,4,4
1568,329,Ethiopia,1,1983,1,4,4
1569,329,Ethiopia,1,1993,1,3,4
1570,329,Ethiopia,1,1994,1,3,4
1571,329,Ethiopia,1,1996,1,3,4
1572,329,Ethiopia,1,1998,1,3,4
1573,329,Ethiopia,1,1999,1,3,4
1574,329,Ethiopia,1,2000,1,3,4
1575,329,Ethiopia,1,2001,1,3,4
1576,329,Ethiopia,1,2002,1,3,4
1577,329,Ethiopia,1,2003,1,3,4
1578,329,Ethiopia,1,2004,1,3,4
1579,329,Ethiopia,1,2005,1,3,4
1580,329,Ethiopia,1,2006,1,3,4
1581,329,Ethiopia,1,2007,1,3,4
1582,329,Ethiopia,1,2008,1,3,4
1583,329,Ethiopia,1,2009,1,3,4
1584,329,Ethiopia,1,2010,1,3,4
1585,329,Ethiopia,1,2011,1,3,4
1586,329,Ethiopia,1,2012,1,3,4
1587,329,Ethiopia,1,2013,1,3,4
1588,329,Ethiopia,1,2014,1,3,4
1589,329,Ethiopia,1,2015,1,3,4
1590,329,Ethiopia,1,2016,1,3,4
1591,330,Indonesia,1,1975,2,3,3
1592,330,Indonesia,1,1976,2,3,3
1593,330,Indonesia,1,1977,2,3,3
1594,330,Indonesia,1,1978,2,3,3
1595,330,Indonesia,1,1979,1,3,3
1596,330,Indonesia,1,1980,1,3,3
1597,330,Indonesia,1,1981,1,3,3
1598,330,Indonesia,1,1982,1,3,3
1599,330,Indonesia,1,1983,1,3,3
1600,330,Indonesia,1,1984,1,3,3
1601,330,Indonesia,1,1985,1,3,3
1602,330,Indonesia,1,1986,1,3,3
1603,330,Indonesia,1,1987,1,3,3
1604,330,Indonesia,1,1988,1,3,3
1605,330,Indonesia,1,1992,1,3,3
1606,330,Indonesia,1,1997,1,3,3
1607,330,Indonesia,1,1998,1,3,3
1608,330,Indonesia,1,1999,1,3,3
